shop_name,item,value
Mua Magic 1,Elixir,11
Mua Magic 1,Elven Bow,1
Mua Magic 1,Emission,2
Mua Magic 1,Enhancer,1
Mua Magic 1,Equip Armors,1
Mua Magic 1,Equip Axes,1
Mua Magic 1,Equip Rods,1
Mua Magic 1,Equip Shield,1
Mua Magic 1,Equip Swords,1
Mua Magic 1,Equip Whips,2
Mua Magic 1,Escape,2
Mua Magic 1,Ether,8
Mua Magic 1,Evade,1
Mua Magic 1,Exploder,1
Mua Magic 1,Eyedrop,4
Mua Magic 1,Fire Bow,1
Mua Magic 1,Fire2,6
Mua Magic 1,Fire3,4
Mua Magic 1,Flail,1
Mua Magic 1,Flame Scroll,2
Mua Magic 1,Flame Whip,2
Mua Magic 1,Flare,6
Mua Magic 1,Flash,3
Mua Magic 1,Flirt,1
Mua Magic 1,Forged,1
Mua Magic 1,FrogSong,2
Mua Magic 1,Gaia Gear,1
Mua Magic 1,Gale Bow,1
Mua Magic 1,Gauntlets,1
Mua Magic 1,GblinPnch,2
Mua Magic 1,Genji Gloves,1
Mua Magic 1,Giant Drink,1
Mua Magic 1,GilToss,2
Mua Magic 1,Glasses,5
Mua Magic 1,Gold Hairpin,1
Mua Magic 1,Golden Armor,2
Mua Magic 1,Golden Helm,1
Mua Magic 1,Golden Shield,2
Mua Magic 1,Golem,6
Mua Magic 1,GrnBeret,2
Mua Magic 1,Guard Ring,2
Mua Magic 1,GuardOff,1
Mua Magic 1,Guardian,1
Mua Magic 1,Gungnir,2
Mua Magic 1,HP +10%,1
Mua Magic 1,HP +20%,1
Mua Magic 1,HP +30%,1
Mua Magic 1,Hammer,1
Mua Magic 1,Hast2,1
Mua Magic 1,Healing Staff,1
Mua Magic 1,HiPotion,6
Mua Magic 1,Hide,1
Mua Magic 1,Holy,4
Mua Magic 1,Ice,6
Mua Magic 1,Ice Bow,1
Mua Magic 1,Ice Rod,4
Mua Magic 1,Ice Shield,2
Mua Magic 1,Ice2,8
Mua Magic 1,Ice3,10
Mua Magic 1,IceBrand,2
Mua Magic 1,Ifrit,3
Mua Magic 1,Image,4
Mua Magic 1,Iron Armor,1
Mua Magic 1,Iron Shield,2
Mua Magic 1,Javelin,1
Mua Magic 1,Kick,4
Mua Magic 1,Killer Bow,1
Mua Magic 1,Kodachi,1
Mua Magic 1,Kotetsu,1
Mua Magic 1,Kunai,4
Mua Magic 1,L2 Old,1
Mua Magic 1,L4 Qrter,2
Mua Magic 1,L5 Doom,1
Mua Magic 1,Lamia's Tiara,3
Mua Magic 1,Leather Cap,2
Mua Magic 1,Leather Shield,1
Mua Magic 1,Leather Shoes,1
Mua Magic 1,Levia,2
Mua Magic 1,Life2,1
Mua Magic 1,Lillith Rod,1
Mua Magic 1,Love,2
Mua Magic 1,LuckMallet,2
Mua Magic 1,Lumina Robe,2
Mua Magic 1,MP +10%,1
Mua Magic 1,Mage Masher,1
Mua Magic 1,Magus,1
Mua Magic 1,Maiden's Kiss,6
Mua Magic 1,ManEater,3
Mua Magic 1,Medicine,1
Mua Magic 1,Meteo,1
Mua Magic 1,MgcSwrd Lv.3,1
Mua Magic 1,MgcSwrd Lv.4,1
Mua Magic 1,MgcSwrd Lv.6,1
Mua Magic 1,MgcSwrd Lv.7,1
Mua Magic 1,Mimic,1
Mua Magic 1,MindBlst,6
Mua Magic 1,MoonFlut,1
Mua Magic 1,Morning Star,2
Mua Magic 1,Mute,8
Mua Magic 1,Mythril Armor,1
Mua Magic 1,Mythril Glove,3
Mua Magic 1,Mythril Shield,2
Mua Magic 1,Mythril Spear,1
Mua Magic 1,Mythril Staff,1
Mua Magic 1,Mythril Sword,1
Mua Magic 1,Observe,1
Mua Magic 1,Odin,3
Mua Magic 1,Ogre Killer,1
Mua Magic 1,Old,4
Mua Magic 1,OmegaMedl,3
Mua Magic 1,Orialcon,1
Mua Magic 1,Partisan,2
Mua Magic 1,Phoenix Down,6
Mua Magic 1,Pinwheel,1
Mua Magic 1,Plumed Hat,2
Mua Magic 1,Potion,8
Mua Magic 1,Power,2
Mua Magic 1,Power Drink,5
Mua Magic 1,Power Staff,1
Mua Magic 1,Power Wrist,2
Mua Magic 1,Pray,2
Mua Magic 1,Preemptive,3
Mua Magic 1,Psych,12
Mua Magic 1,Qrter,2
Mua Magic 1,Quick,2
Mua Magic 1,Rainbow Dress,2
Mua Magic 1,Ramuh,4
Mua Magic 1,Red Lv.1,1
Mua Magic 1,Red Lv.3,4
Mua Magic 1,RegalCut,1
Mua Magic 1,Regen,2
Mua Magic 1,Requiem,1
Mua Magic 1,Reset,1
Mua Magic 1,Revive,2
Mua Magic 1,Revivify,1
Mua Magic 1,Ribbon,1
Mua Magic 1,RisingSun,2
Mua Magic 1,Rune Chime,2
Mua Magic 1,RuneEdge,1
Mua Magic 1,Sasuke,1
Mua Magic 1,Scan,2
Mua Magic 1,Shell,1
Mua Magic 1,Shoat,2
Mua Magic 1,Shuriken,1
Mua Magic 1,Silver Armlet,1
Mua Magic 1,Silver Bow,1
Mua Magic 1,Silver Harp,2
Mua Magic 1,Silver Plate,1
Mua Magic 1,Sing,2
Mua Magic 1,Size,2
Mua Magic 1,Sleep,2
Mua Magic 1,Slow,2
Mua Magic 1,Smoke,1
Mua Magic 1,Soft,6
Mua Magic 1,Speed,3
Mua Magic 1,Speed Drink,1
Mua Magic 1,Staff of Light,3
Mua Magic 1,Steal,1
Mua Magic 1,Stealth Suit,1
Mua Magic 1,Stop,3
Mua Magic 1,Strength,1
Mua Magic 1,Summon Lv.1,2
Mua Magic 1,Summon Lv.4,2
Mua Magic 1,Summon Lv.5,1
Mua Magic 1,Syldra,1
Mua Magic 1,Sylph,1
Mua Magic 1,Tame,1
Mua Magic 1,Tempest,2
Mua Magic 1,Tent,5
Mua Magic 1,Thief Knife,1
Mua Magic 1,Thornlet,2
Mua Magic 1,Throw,2
Mua Magic 1,Thunder Bow,2
Mua Magic 1,Thunder Rod,1
Mua Magic 1,Thunder Scroll,2
Mua Magic 1,Thunder Whip,1
Mua Magic 1,Time Slip,1
Mua Magic 1,TinySong,1
Mua Magic 1,Titan,2
Mua Magic 1,Toad,2
Mua Magic 1,Tricorn Hat,2
Mua Magic 1,TurtleShell,3
Mua Magic 1,Vampire,2
Mua Magic 1,Venom,6
Mua Magic 1,Venom Axe,1
Mua Magic 1,Vitality,1
Mua Magic 1,Void,1
Mua Magic 1,Wall,1
Mua Magic 1,War Hammer,4
Mua Magic 1,Water Scroll,1
Mua Magic 1,White Lv.1,2
Mua Magic 1,White Lv.3,1
Mua Magic 1,WhiteWind,2
Mua Magic 1,Wind Spear,1
Mua Magic 1,X-Fight,1
Mua Magic 1,Xzone,2
Mua Magic 2,2-Handed,1
Mua Magic 2,????,3
Mua Magic 2,Aero 2,2
Mua Magic 2,Aero 3,2
Mua Magic 2,Air Lance,1
Mua Magic 2,Analyze,1
Mua Magic 2,Ancient Sword,1
Mua Magic 2,Angel Gwn,2
Mua Magic 2,Antdt,4
Mua Magic 2,AntiMagic Bow,2
Mua Magic 2,Antidote,6
Mua Magic 2,AquaRake,1
Mua Magic 2,Bahmut,2
Mua Magic 2,Bandana,2
Mua Magic 2,Bard's Surplice,1
Mua Magic 2,Barrier,1
Mua Magic 2,Battle Axe,2
Mua Magic 2,BeastKiller,1
Mua Magic 2,Berserk,1
Mua Magic 2,Bersk,2
Mua Magic 2,Bio,6
Mua Magic 2,Black Lv.1,1
Mua Magic 2,Black Lv.2,1
Mua Magic 2,Black Lv.3,2
Mua Magic 2,Black Lv.5,1
Mua Magic 2,Black Lv.6,3
Mua Magic 2,Black Robe,1
Mua Magic 2,Bolt,2
Mua Magic 2,Bolt2,4
Mua Magic 2,Brave Blade,1
Mua Magic 2,Brawl,2
Mua Magic 2,Break,6
Mua Magic 2,Bronze Armor,3
Mua Magic 2,Bronze Helm,1
Mua Magic 2,Bronze Shield,1
Mua Magic 2,BuildUp,1
Mua Magic 2,Cabin,2
Mua Magic 2,Capture,1
Mua Magic 2,Catch,1
Mua Magic 2,Caution,1
Mua Magic 2,Chain Whip,1
Mua Magic 2,Charm,6
Mua Magic 2,Combine,2
Mua Magic 2,Comet,2
Mua Magic 2,Condemn,1
Mua Magic 2,Conjure,1
Mua Magic 2,CopperPlt,1
Mua Magic 2,Coral Ring,2
Mua Magic 2,Coral Sword,2
Mua Magic 2,Coronet,2
Mua Magic 2,Counter,4
Mua Magic 2,Cover,1
Mua Magic 2,Crbnkl,3
Mua Magic 2,Crystal Armor,4
Mua Magic 2,Crystal Helm,2
Mua Magic 2,Cure,1
Mua Magic 2,Cure2,2
Mua Magic 2,Cure3,4
Mua Magic 2,Cursed Ring,5
Mua Magic 2,Dagger,1
Mua Magic 2,Dance,2
Mua Magic 2,DarkHood,3
Mua Magic 2,DarkMatter,1
Mua Magic 2,Darkness Bow,3
Mua Magic 2,Dbl Grip,2
Mua Magic 2,DblLance,1
Mua Magic 2,Defender Sword,1
Mua Magic 2,Demi,1
Mua Magic 2,DiamndPlt,2
Mua Magic 2,Diamond Armor,1
Mua Magic 2,Diamond Helm,2
Mua Magic 2,Diamond Shield,1
Mua Magic 2,Dimen Lv.1,2
Mua Magic 2,Dimen Lv.2,2
Mua Magic 2,Dimen Lv.3,1
Mua Magic 2,Dimen Lv.5,2
Mua Magic 2,Dimen Lv.6,3
Mua Magic 2,DmgFloor,2
Mua Magic 2,Dragon's Whisker,1
Mua Magic 2,DragonFang,3
Mua Magic 2,Drain,6
Mua Magic 2,Drain Sword,1
Mua Magic 2,Dream Harp,3
Mua Magic 2,DrgnCrest,2
Mua Magic 2,DrgnSwd,1
Mua Magic 2,Earth Bell,1
Mua Magic 2,Earth Hammer,2
Mua Magic 2,Elf Cape,3
Mua Magic 2,Elixir,4
Mua Magic 2,Elven Bow,2
Mua Magic 2,Enhancer,2
Mua Magic 2,Epee Sword,1
Mua Magic 2,Equip Armors,1
Mua Magic 2,Equip Bows,3
Mua Magic 2,Equip Harps,1
Mua Magic 2,Equip Ribbon,3
Mua Magic 2,Equip Shield,1
Mua Magic 2,Equip Swords,3
Mua Magic 2,Equip Whips,2
Mua Magic 2,Ether,8
Mua Magic 2,Evade,2
Mua Magic 2,Exit,1
Mua Magic 2,Eyedrop,4
Mua Magic 2,Fire,14
Mua Magic 2,Fire Bow,1
Mua Magic 2,Fire2,2
Mua Magic 2,Fire3,6
Mua Magic 2,Flame Ring,1
Mua Magic 2,Flame Shield,2
Mua Magic 2,Flametongue,2
Mua Magic 2,Flash,1
Mua Magic 2,Float,1
Mua Magic 2,Forged,1
Mua Magic 2,FrogSong,1
Mua Magic 2,Full Moon,1
Mua Magic 2,Fusion,4
Mua Magic 2,Gaia Gear,1
Mua Magic 2,Gauntlets,1
Mua Magic 2,GblinPnch,1
Mua Magic 2,Genji Armor,1
Mua Magic 2,Genji Helm,1
Mua Magic 2,Giant's Axe,2
Mua Magic 2,Giant's Gloves,1
Mua Magic 2,GilToss,1
Mua Magic 2,Giyaman,1
Mua Magic 2,Gold Hairpin,3
Mua Magic 2,Golden Armor,2
Mua Magic 2,Golden Helm,2
Mua Magic 2,Golden Shield,1
Mua Magic 2,Golem,4
Mua Magic 2,GrnBeret,1
Mua Magic 2,Gungnir,1
Mua Magic 2,HP +10%,1
Mua Magic 2,HP +30%,1
Mua Magic 2,Hast2,3
Mua Magic 2,Haste,1
Mua Magic 2,Heal,1
Mua Magic 2,Healing Staff,1
Mua Magic 2,HiPotion,6
Mua Magic 2,Hide,1
Mua Magic 2,Holy,8
Mua Magic 2,Ice Bow,2
Mua Magic 2,Ice Rod,2
Mua Magic 2,Ice Shield,2
Mua Magic 2,Ice2,6
Mua Magic 2,Ice3,8
Mua Magic 2,IceBrand,1
Mua Magic 2,Image,2
Mua Magic 2,Iron Helm,1
Mua Magic 2,Iron Shield,1
Mua Magic 2,Javelin,2
Mua Magic 2,Jump,3
Mua Magic 2,Katana,4
Mua Magic 2,Kick,1
Mua Magic 2,Kodachi,1
Mua Magic 2,Kunai,1
Mua Magic 2,L2 Old,1
Mua Magic 2,L3 Flare,1
Mua Magic 2,L4 Qrter,1
Mua Magic 2,L5 Doom,1
Mua Magic 2,Lamia's Tiara,1
Mua Magic 2,Leather Armor,2
Mua Magic 2,Leather Cap,1
Mua Magic 2,Leather Shield,1
Mua Magic 2,Life2,2
Mua Magic 2,Lillith Rod,1
Mua Magic 2,LuckMallet,6
Mua Magic 2,Lumina Robe,1
Mua Magic 2,Mage Masher,2
Mua Magic 2,Magic Lamp,2
Mua Magic 2,Magus,2
Mua Magic 2,Maiden's Kiss,4
Mua Magic 2,ManEater,2
Mua Magic 2,Masamune,2
Mua Magic 2,Medicine,1
Mua Magic 2,Meteo,1
Mua Magic 2,MgcSwrd Lv.3,2
Mua Magic 2,MgcSwrd Lv.4,1
Mua Magic 2,MgcSwrd Lv.5,4
Mua Magic 2,MgcSwrd Lv.6,5
Mua Magic 2,MgcSwrd Lv.7,1
Mua Magic 2,MgthyGrd,1
Mua Magic 2,Mimic,3
Mua Magic 2,MindBlst,2
Mua Magic 2,Mirage Vest,3
Mua Magic 2,MoonFlut,4
Mua Magic 2,Mute,6
Mua Magic 2,Mythril Armor,1
Mua Magic 2,Mythril Glove,2
Mua Magic 2,Mythril Helm,2
Mua Magic 2,Mythril Knife,3
Mua Magic 2,Mythril Shield,2
Mua Magic 2,Mythril Staff,1
Mua Magic 2,Mythril Sword,1
Mua Magic 2,Ogre Killer,1
Mua Magic 2,Old,3
Mua Magic 2,OmegaMedl,1
Mua Magic 2,Orialcon,1
Mua Magic 2,Partisan,1
Mua Magic 2,Phenix,1
Mua Magic 2,Phoenix Down,9
Mua Magic 2,Pinwheel,1
Mua Magic 2,Potion,5
Mua Magic 2,Power,3
Mua Magic 2,Power Drink,1
Mua Magic 2,Power Wrist,2
Mua Magic 2,Pray,1
Mua Magic 2,Preemptive,3
Mua Magic 2,Protect Drink,2
Mua Magic 2,Psych,4
Mua Magic 2,Qrter,1
Mua Magic 2,Quick,1
Mua Magic 2,Ramuh,2
Mua Magic 2,Red Lv.1,1
Mua Magic 2,Red Lv.2,1
Mua Magic 2,Red Lv.3,2
Mua Magic 2,RegalCut,2
Mua Magic 2,Regen,2
Mua Magic 2,Remora,1
Mua Magic 2,Reset,1
Mua Magic 2,Revive,2
Mua Magic 2,Revivify,7
Mua Magic 2,Ribbon,2
Mua Magic 2,Rod,2
Mua Magic 2,Roulette,2
Mua Magic 2,Rune Axe,2
Mua Magic 2,RuneEdge,3
Mua Magic 2,Running Shoes,2
Mua Magic 2,Sage's Staff,2
Mua Magic 2,Scan,2
Mua Magic 2,Shoat,2
Mua Magic 2,Shuriken,1
Mua Magic 2,Silver Armlet,2
Mua Magic 2,Silver Harp,1
Mua Magic 2,Slash,1
Mua Magic 2,Sleep,8
Mua Magic 2,Slumber Sword,1
Mua Magic 2,Soft,4
Mua Magic 2,Soot,1
Mua Magic 2,Spear,1
Mua Magic 2,Speed Drink,1
Mua Magic 2,Staff,2
Mua Magic 2,Staff of Light,3
Mua Magic 2,Steal,1
Mua Magic 2,Stealth Suit,1
Mua Magic 2,Stop,1
Mua Magic 2,Summon Lv.2,1
Mua Magic 2,Summon Lv.4,1
Mua Magic 2,SwdSlap,2
Mua Magic 2,Sylph,1
Mua Magic 2,Tent,8
Mua Magic 2,Thief's Glove,1
Mua Magic 2,Thornlet,2
Mua Magic 2,Thunder Bow,1
Mua Magic 2,Thunder Rod,2
Mua Magic 2,Thunder Scroll,1
Mua Magic 2,Thunder Whip,1
Mua Magic 2,Tiger Mask,3
Mua Magic 2,Titan,1
Mua Magic 2,Training Suit,1
Mua Magic 2,Trident,1
Mua Magic 2,TurtleShell,5
Mua Magic 2,Vampire,1
Mua Magic 2,Venom,2
Mua Magic 2,Venom Axe,1
Mua Magic 2,Wall,1
Mua Magic 2,Wall Ring,2
Mua Magic 2,War Hammer,1
Mua Magic 2,Water Scroll,2
Mua Magic 2,Whip,1
Mua Magic 2,White Lv.1,2
Mua Magic 2,White Lv.2,2
Mua Magic 2,White Lv.5,1
Mua Magic 2,White Lv.6,1
Mua Magic 2,WhiteWind,1
Mua Magic 2,Wizard Rod,2
Mua Magic 2,X-Fight,1
Mua Magic 2,X-Magic,2
Mua Magic 2,Xzone,2
Mua Magic 2,Yoichi Bow,1
Mua Magic 3,Aero 2,2
Mua Magic 3,Agility,1
Mua Magic 3,Analyze,1
Mua Magic 3,Ancient Sword,1
Mua Magic 3,Angel Gwn,3
Mua Magic 3,Angel Ring,3
Mua Magic 3,Antidote,5
Mua Magic 3,Avis Killer,2
Mua Magic 3,Bandana,2
Mua Magic 3,Bard's Surplice,1
Mua Magic 3,Barrier,1
Mua Magic 3,Battle Axe,2
Mua Magic 3,BeastKiller,1
Mua Magic 3,Berserk,2
Mua Magic 3,Bersk,2
Mua Magic 3,Bio,6
Mua Magic 3,Black Lv.1,1
Mua Magic 3,Black Lv.2,3
Mua Magic 3,Black Lv.5,1
Mua Magic 3,Black Lv.6,1
Mua Magic 3,Black Robe,1
Mua Magic 3,Blue,1
Mua Magic 3,Bolt,2
Mua Magic 3,Bolt2,6
Mua Magic 3,Bolt3,6
Mua Magic 3,Brawl,2
Mua Magic 3,Broadsword,2
Mua Magic 3,Bronze Helm,1
Mua Magic 3,Bronze Shield,1
Mua Magic 3,Cabin,9
Mua Magic 3,Capture,1
Mua Magic 3,Catch,1
Mua Magic 3,Caution,3
Mua Magic 3,Charm,8
Mua Magic 3,Chocob,3
Mua Magic 3,Combine,1
Mua Magic 3,Comet,1
Mua Magic 3,Condemn,3
Mua Magic 3,Conjure,1
Mua Magic 3,Control,3
Mua Magic 3,Coral Ring,2
Mua Magic 3,CornaJar,1
Mua Magic 3,Coronet,2
Mua Magic 3,Cotton Robe,3
Mua Magic 3,Crbnkl,1
Mua Magic 3,Crystal Helm,1
Mua Magic 3,Crystal Shield,2
Mua Magic 3,Cursed Ring,1
Mua Magic 3,Cursed Shield,1
Mua Magic 3,Dagger,2
Mua Magic 3,Dance,2
Mua Magic 3,DarkHood,2
Mua Magic 3,DarkSuit,2
Mua Magic 3,Darkness Bow,3
Mua Magic 3,Dbl Grip,2
Mua Magic 3,DblLance,3
Mua Magic 3,Defender Sword,1
Mua Magic 3,DethClaw,2
Mua Magic 3,Diamond Armlet,1
Mua Magic 3,Diamond Shield,3
Mua Magic 3,Dimen Lv.2,2
Mua Magic 3,Dimen Lv.5,2
Mua Magic 3,Dimen Lv.6,2
Mua Magic 3,Dispel,2
Mua Magic 3,DmgFloor,1
Mua Magic 3,DoomCut,2
Mua Magic 3,Dragon's Whisker,2
Mua Magic 3,Drain,8
Mua Magic 3,Dream Harp,1
Mua Magic 3,Earth Bell,2
Mua Magic 3,Elf Cape,3
Mua Magic 3,Elixir,6
Mua Magic 3,Elven Bow,2
Mua Magic 3,Emission,2
Mua Magic 3,Enhancer,1
Mua Magic 3,Epee Sword,1
Mua Magic 3,Equip Armors,1
Mua Magic 3,Equip Axes,2
Mua Magic 3,Equip Bows,2
Mua Magic 3,Equip Harps,1
Mua Magic 3,Equip Katana,1
Mua Magic 3,Equip Ribbon,2
Mua Magic 3,Equip Spears,2
Mua Magic 3,Equip Swords,2
Mua Magic 3,Escape,1
Mua Magic 3,Ether,7
Mua Magic 3,Excalibur,1
Mua Magic 3,Exploder,1
Mua Magic 3,Eyedrop,2
Mua Magic 3,Fire,4
Mua Magic 3,Fire Bow,3
Mua Magic 3,Fire Rod,3
Mua Magic 3,Fire2,2
Mua Magic 3,Flame Ring,2
Mua Magic 3,Flame Scroll,2
Mua Magic 3,Flame Shield,1
Mua Magic 3,Flame Whip,2
Mua Magic 3,Flametongue,3
Mua Magic 3,Flare,6
Mua Magic 3,Flirt,1
Mua Magic 3,Float,1
Mua Magic 3,Forged,3
Mua Magic 3,Full Moon,4
Mua Magic 3,Gaia Gear,2
Mua Magic 3,Gale Bow,2
Mua Magic 3,Genji Gloves,1
Mua Magic 3,Giant Drink,3
Mua Magic 3,Giant's Axe,5
Mua Magic 3,Giant's Gloves,2
Mua Magic 3,Giyaman,1
Mua Magic 3,Glasses,2
Mua Magic 3,Gold Hairpin,1
Mua Magic 3,Golden Armor,2
Mua Magic 3,Golden Helm,1
Mua Magic 3,Golem,4
Mua Magic 3,GrnBeret,2
Mua Magic 3,Guard Ring,1
Mua Magic 3,GuardOff,1
Mua Magic 3,Guardian,1
Mua Magic 3,Gungnir,1
Mua Magic 3,HP +10%,2
Mua Magic 3,HP +20%,3
Mua Magic 3,HP +30%,1
Mua Magic 3,Haste,1
Mua Magic 3,Hero,1
Mua Magic 3,Hero Drink,1
Mua Magic 3,HiPotion,6
Mua Magic 3,Holy,6
Mua Magic 3,Ice,2
Mua Magic 3,Ice Bow,1
Mua Magic 3,Ice Rod,1
Mua Magic 3,Ice Shield,1
Mua Magic 3,Ice2,8
Mua Magic 3,IceBrand,4
Mua Magic 3,Ifrit,2
Mua Magic 3,Image,4
Mua Magic 3,Iron Armor,2
Mua Magic 3,Iron Helm,3
Mua Magic 3,Iron Shield,1
Mua Magic 3,Javelin,3
Mua Magic 3,Kaiser Knuckles,1
Mua Magic 3,Katana,2
Mua Magic 3,Killer Bow,3
Mua Magic 3,Knife,4
Mua Magic 3,Kodachi,2
Mua Magic 3,Kotetsu,3
Mua Magic 3,Kunai,2
Mua Magic 3,L2 Old,1
Mua Magic 3,L4 Qrter,1
Mua Magic 3,L5 Doom,1
Mua Magic 3,Lamia's Harp,2
Mua Magic 3,Leather Armor,1
Mua Magic 3,Leather Cap,1
Mua Magic 3,Leather Shield,3
Mua Magic 3,Levia,1
Mua Magic 3,Life,2
Mua Magic 3,Lillith Rod,3
Mua Magic 3,Love,1
Mua Magic 3,LuckMallet,7
Mua Magic 3,Lumina Robe,2
Mua Magic 3,MP +10%,1
Mua Magic 3,MP +30%,1
Mua Magic 3,Mage Masher,3
Mua Magic 3,Magic,3
Mua Magic 3,Magus,1
Mua Magic 3,Maiden's Kiss,2
Mua Magic 3,ManEater,1
Mua Magic 3,Mantra,1
Mua Magic 3,Medicine,1
Mua Magic 3,Meteo,2
Mua Magic 3,MgcSwrd Lv.4,1
Mua Magic 3,MgcSwrd Lv.7,2
Mua Magic 3,MgthyGrd,1
Mua Magic 3,Mimic,1
Mua Magic 3,MindBlst,2
Mua Magic 3,Mirage Vest,1
Mua Magic 3,MoonFlut,2
Mua Magic 3,Morning Star,2
Mua Magic 3,Mute,4
Mua Magic 3,Mythril Armor,1
Mua Magic 3,Mythril Glove,2
Mua Magic 3,Mythril Helm,1
Mua Magic 3,Mythril Knife,1
Mua Magic 3,Mythril Shield,1
Mua Magic 3,Mythril Spear,2
Mua Magic 3,Mythril Staff,1
Mua Magic 3,Observe,1
Mua Magic 3,Odin,1
Mua Magic 3,Ogre Killer,2
Mua Magic 3,Old,1
Mua Magic 3,OmegaMedl,2
Mua Magic 3,Orialcon,1
Mua Magic 3,Partisan,3
Mua Magic 3,Phenix,2
Mua Magic 3,Phoenix Down,11
Mua Magic 3,Pinwheel,2
Mua Magic 3,Plumed Hat,1
Mua Magic 3,Potion,8
Mua Magic 3,Power Drink,1
Mua Magic 3,Power Staff,4
Mua Magic 3,Power Wrist,1
Mua Magic 3,Pray,2
Mua Magic 3,Preemptive,1
Mua Magic 3,Quick,1
Mua Magic 3,Red Lv.1,1
Mua Magic 3,Red Lv.2,1
Mua Magic 3,Red Lv.3,3
Mua Magic 3,RegalCut,1
Mua Magic 3,Regen,1
Mua Magic 3,Remora,1
Mua Magic 3,Reset,1
Mua Magic 3,Revive,1
Mua Magic 3,Revivify,4
Mua Magic 3,Ribbon,1
Mua Magic 3,RisingSun,1
Mua Magic 3,Rod,1
Mua Magic 3,Rune Axe,1
Mua Magic 3,Rune Chime,1
Mua Magic 3,RuneEdge,1
Mua Magic 3,Shell,1
Mua Magic 3,Shoat,6
Mua Magic 3,Shuriken,1
Mua Magic 3,Silk robe,1
Mua Magic 3,Silver Bow,1
Mua Magic 3,Silver Plate,1
Mua Magic 3,Sing,1
Mua Magic 3,Slash,1
Mua Magic 3,Sleep,2
Mua Magic 3,Slow,1
Mua Magic 3,Slow2,2
Mua Magic 3,Slumber Sword,4
Mua Magic 3,Soft,9
Mua Magic 3,Soot,1
Mua Magic 3,Spear,1
Mua Magic 3,Speed,3
Mua Magic 3,Speed Drink,1
Mua Magic 3,Staff,2
Mua Magic 3,Staff of Light,2
Mua Magic 3,Steal,2
Mua Magic 3,Stop,2
Mua Magic 3,Strength,2
Mua Magic 3,Summon Lv.1,1
Mua Magic 3,Summon Lv.2,2
Mua Magic 3,Summon Lv.4,2
Mua Magic 3,Summon Lv.5,3
Mua Magic 3,Tame,1
Mua Magic 3,Tent,5
Mua Magic 3,Thief's Glove,1
Mua Magic 3,Thornlet,2
Mua Magic 3,Thunder Bow,1
Mua Magic 3,Thunder Rod,4
Mua Magic 3,Thunder Scroll,1
Mua Magic 3,Thunder Whip,2
Mua Magic 3,Tiger Mask,1
Mua Magic 3,Time Slip,1
Mua Magic 3,TinySong,1
Mua Magic 3,Titan,1
Mua Magic 3,Training Suit,3
Mua Magic 3,Trident,1
Mua Magic 3,TurtleShell,6
Mua Magic 3,Vampire,1
Mua Magic 3,Venom,4
Mua Magic 3,Venom Rod,1
Mua Magic 3,Void,1
Mua Magic 3,Wall,2
Mua Magic 3,Wall Ring,1
Mua Magic 3,War Hammer,4
Mua Magic 3,Whip,1
Mua Magic 3,White Lv.1,1
Mua Magic 3,White Lv.2,3
Mua Magic 3,White Lv.3,1
Mua Magic 3,White Lv.4,3
Mua Magic 3,White Lv.5,1
Mua Magic 3,White Lv.6,1
Mua Magic 3,WhiteWind,1
Mua Magic 3,Wind Spear,1
Mua Magic 3,Wizard Rod,2
Mua Magic 3,Wonder Wand,2
Mua Magic 3,X-Magic,1
Mua Magic 3,Xzone,1
Mua Magic 3,Yoichi Bow,1
Mua Weapon,????,1
Mua Weapon,Aero 3,2
Mua Weapon,Aim,1
Mua Weapon,Air Lance,1
Mua Weapon,Ancient Sword,1
Mua Weapon,Angel Ring,1
Mua Weapon,Antidote,8
Mua Weapon,Armor,1
Mua Weapon,Bandana,1
Mua Weapon,Bard's Surplice,2
Mua Weapon,Battle Axe,2
Mua Weapon,Bio,4
Mua Weapon,Bizen,1
Mua Weapon,Black Lv.1,2
Mua Weapon,Black Lv.3,3
Mua Weapon,Black Lv.6,2
Mua Weapon,Black Robe,1
Mua Weapon,Bolt,2
Mua Weapon,Bolt3,2
Mua Weapon,Brawl,3
Mua Weapon,Broadsword,1
Mua Weapon,Bronze Armor,1
Mua Weapon,Bronze Helm,1
Mua Weapon,Cabin,1
Mua Weapon,Catch,2
Mua Weapon,Comet,1
Mua Weapon,Conjure,1
Mua Weapon,Control,2
Mua Weapon,CopperPlt,2
Mua Weapon,Coral Ring,2
Mua Weapon,Cotton Robe,1
Mua Weapon,Crystal Helm,1
Mua Weapon,Cure,1
Mua Weapon,Cure2,1
Mua Weapon,Cursed Shield,1
Mua Weapon,Dance,2
Mua Weapon,DblLance,2
Mua Weapon,Defender Sword,1
Mua Weapon,Demi,1
Mua Weapon,DethClaw,2
Mua Weapon,DiamndPlt,1
Mua Weapon,Diamond Armor,1
Mua Weapon,Dimen Lv.1,1
Mua Weapon,Dimen Lv.3,1
Mua Weapon,Dimen Lv.4,2
Mua Weapon,Dimen Lv.5,2
Mua Weapon,Dispel,1
Mua Weapon,DmgFloor,1
Mua Weapon,Doom,1
Mua Weapon,Dragoon Lance,1
Mua Weapon,Drain,4
Mua Weapon,Drain Sword,2
Mua Weapon,Dream Harp,1
Mua Weapon,Elf Cape,1
Mua Weapon,Elixir,10
Mua Weapon,Enhancer,2
Mua Weapon,Epee Sword,1
