,check,reward,mib,seed
137,Steamship Chest Thief's Glove,Shiva->Ramuh->Ifrit->Bahmut,,6097998
138,Ancient Library Chest Ether,8000 gil,,6097998
139,Ancient Library Chest Phoenix Down,2500 gil,,6097998
140,Ancient Library Chest Stealth Suit,Angel Gwn,,6097998
141,Jacole Cave Chest Shuriken,10000 gil,,6097998
142,Jacole Cave Chest Tent,2000 gil,,6097998
143,Ruined City Chest Shuriken,12000 gil,,6097998
144,Ruined City Chest Size,Summon Ability Progressive,,6097998
145,Flying Lonka Ruins Chest Golden Armor,Orialcon,,6097998
146,Flying Lonka Ruins Chest Elixir,Flail,,6097998
147,Flying Lonka Ruins Chest Phoenix Down,490 gil,,6097998
148,Flying Lonka Ruins Chest Golden Shield,GuardOff->Hammer->MghtyGrd,,6097998
149,Steamship Chest Mythril Glove,Ice Bow,,6097998
150,Steamship Chest Full Moon,18000 gil,,6097998
151,Flying Lonka Ruins Chest Hi-Potion,8000 gil,,6097998
152,Flying Lonka Ruins Chest 5000,Genji Gloves,,6097998
153,Flying Lonka Ruins Chest Shuriken,Terrain,,6097998
154,Flying Lonka Ruins Chest Ancient Sword,White Ability Progressive,,6097998
155,Flying Lonka Ruins Chest Full Moon,Ice Shield,,6097998
156,Flying Lonka Ruins Chest Power Wrist,White Ability Progressive,,6097998
157,Flying Lonka Ruins Chest Ether,Elixir,,6097998
158,Flying Lonka Ruins Chest Cabin,GbnPnch->Emision->Missle->Blwfsh,,6097998
159,Exdeath's Castle Chest Ether,MgcSword Ability Progressive,,6097998
160,Exdeath's Castle Chest Diamond Shield,25000 gil,,6097998
161,Exdeath's Castle Chest Ice Shield,Soot,,6097998
162,Exdeath's Castle Chest Elixir,Thunder Bow,,6097998
163,Exdeath's Castle Chest Gale Bow,Speed Drink,,6097998
164,Exdeath's Castle Chest IceBrand,Power Staff,,6097998
165,Exdeath's Castle Chest Kotetsu,Chocob->Titan->Golem->Odin,,6097998
166,Exdeath's Castle Chest 9900,Fire Black Magic Progressive,,6097998
167,Exdeath's Castle Chest 8000,Kotetsu,,6097998
168,Exdeath's Castle Chest DblLance,Golden Armor,,6097998
169,Exdeath's Castle Chest Partisan,Stealth Suit,,6097998
170,Exdeath's Castle Chest Pinwheel,5000 gil,,6097998
171,Moogle Cave Chest 4400,Sleep->Psych->Doom,,6097998
172,Moogle Cave Chest Phoenix Down,9500 gil,,6097998
173,Moogle Village Chest Cabin,Chocob->Titan->Golem->Odin,,6097998
174,Moogle Village Chest Dancing Dagger,300 gil,,6097998
175,Moogle Village Chest 1,Dragoon Job Crystal,,6097998
176,Moogle Village Chest 10000,Dance,,6097998
177,Moogle Village Chest Phoenix Down,Flirt,,6097998
178,Moogle Village Chest Ether,Slow->Stop->Slow2,,6097998
179,Moogle Village Chest Elf Cape,DiamndPlt,,6097998
180,Bal Castle Chest Angel Gwn,Angel Gwn,,6097998
181,Bal Castle Chest Hero Drink,Flame Whip,,6097998
182,Bal Castle Chest Exit,Chain Whip,,6097998
183,Hiryuu Valley Skull Bone Mail,Aegis Shield,,6097998
184,Hiryuu Valley Chest 5000,5000 gil,,6097998
185,Hiryuu Valley Chest Cabin,Mute->Size->Bersk,,6097998
186,Hiryuu Valley Chest 7000,15000 gil,,6097998
187,Hiryuu Valley Chest Coronet,Flame Shield,,6097998
188,Hiryuu Valley Chest Air Blade,Angel Ring,,6097998
189,Hiryuu Valley Chest Phoenix Down,Bolt Black Magic Progressive,,6097998
190,Surgate Castle Chest 5000,4900 gil,,6097998
191,Surgate Castle Chest Float,8000 gil,,6097998
192,Barrier Tower Chest Drain Sword,Strength,MIB,6097998
193,Barrier Tower Chest 9000,Mythril Helm,,6097998
194,Barrier Tower Chest 18000,Strength,MIB,6097998
195,Barrier Tower Chest Gold Hairpin,Golden Armor,,6097998
196,Mua Town Barrel Guardian,Slumber Sword,,6097998
197,Mua Forest Chest 2500,Venom->Drain->Break,,6097998
198,Mua Forest Chest Ether,990 gil,,6097998
199,Mua Forest Chest 4900,Remora->Shoat->Levia,,6097998
200,Mua Forest Chest Phoenix Down,Rainbow Dress,,6097998
201,Mua Forest Chest 9500,Slumber Sword,,6097998
202,Mua Forest Chest Soot,Preemptive,,6097998
203,Mua Forest Chest Flametongue,Mythril Sword,,6097998
204,Mua Forest Chest Cabin,Sing,,6097998
205,Mua Forest Chest Giant Drink,Giant Drink,,6097998
206,Mua Forest Chest Elixir,10000 gil,,6097998
207,Mua Forest Chest Morning Star,Morning Star,,6097998
208,Solitary Island Chest Ether,Sleep->Psych->Doom,,6097998
209,Solitary Island Chest DragonFang,Tempest,,6097998
210,Pyramid Chest Elixir,Ramuh,,6097998
211,Pyramid Chest Black Robe,CopperPlt,,6097998
212,Pyramid Chest Thornlet,Thunder Whip,MIB,6097998
213,Pyramid Chest DarkMatter,Stealth Suit,,6097998
214,Pyramid Chest Crystal Armor,Lumina Robe,MIB,6097998
215,Pyramid Chest Cursed Ring,Elven Bow,,6097998
216,Pyramid Chest Ice Shield,Giyaman,,6097998
217,Pyramid Chest Flame Shield,Cotton Robe,MIB,6097998
218,Pyramid Chest White Robe,Power Drink,MIB,6097998
219,Pyramid Chest DarkSuit,Battle Axe,,6097998
220,Pyramid Chest 9000,Magus,MIB,6097998
221,Pyramid Chest 8000,Venom Rod,,6097998
222,Pyramid Chest Earth Hammer,Spear,MIB,6097998
223,Pyramid Chest 10000,Fire Rod,MIB,6097998
224,Pyramid Chest Cabin,Protect Drink,,6097998
225,Pyramid Chest 12000,Tinkerbell,,6097998
226,Pyramid Chest Guard Ring,Mythril Spear,MIB,6097998
227,Pyramid Chest Ribbon,Silver Bow,MIB,6097998
228,Pyramid Chest Gold Hairpin,Ogre Killer,MIB,6097998
229,Solitary Island Chest 12000,Antdt->Image->Heal,,6097998
230,Solitary Island Chest Hi-Potion,Ancient Sword,,6097998
231,Solitary Island Chest Protect Drink,Mythril Shield,,6097998
232,Solitary Island Chest BeastKiller,Soot,,6097998
233,Solitary Island Chest RisingSun,Earth Hammer,,6097998
234,Solitary Island Chest Guard Ring,RuneEdge,,6097998
235,Solitary Island Chest Crystal Helm,RuneEdge,,6097998
236,Solitary Island Chest 9000,1000 gil,,6097998
237,Solitary Island Chest Elixir,Staff,MIB,6097998
238,Solitary Island Chest DarkMatter,DarkMatter,,6097998
239,Solitary Island Chest Circlet,BeastKiller,,6097998
240,Fork Tower L. Chest Ether,4400 gil,,6097998
241,Fork Tower L. Chest Wonder Wand,2000 gil,,6097998
242,Fork Tower R. Chest Hi-Potion,Trident,,6097998
243,Fork Tower R. Chest Defender Sword,Darkness Bow,,6097998
244,Great Trench Chest Water Scroll,Excailbur,,6097998
245,Great Trench Chest Flame Ring,9900 gil,,6097998
246,Great Trench Chest DragonFang,10000 gil,,6097998
247,Great Trench Chest Ether,Flame Shield,,6097998
248,Great Trench Chest Phoenix Down,20000 gil,,6097998
249,Great Trench Chest Kaiser Knuckles,Dimen Ability Progressive,,6097998
250,Istory Falls Chest Ether,Training Suit,,6097998
251,Istory Falls Chest TurtleShell,Thief's Glove,,6097998
252,Istory Falls Chest Air Lance,Glasses,,6097998
253,Istory Falls Chest Giant Drink,12000 gil,,6097998
254,Istory Falls Chest RuneEdge,Brave Blade,,6097998
255,Istory Falls Chest Guard Ring,Thief's Glove,,6097998
256,Istory Falls Chest Wall Ring,Cursed Ring,,6097998
257,Istory Falls Chest Phoenix Down,9000 gil,,6097998
258,Istory Falls Chest Enhancer,Dimen Ability Progressive,,6097998
259,Istory Falls Chest 12000,Equip Harps,,6097998
260,Istory Falls Chest Artemis Bow,Artemis Bow,,6097998
261,Istory Falls Chest Pinwheel,Shoat,,6097998
262,Istory Falls Chest Aegis Shield,L4Qrter->L3Flare->L2Old->L5Doom,,6097998
263,Istory Falls Chest Giant's Axe,Judgement Staff,,6097998
264,Phoenix Tower Pot 5000,Cabin,,6097998
265,Phoenix Tower Pot Phoenix Down,Dagger,MIB,6097998
266,Phoenix Tower Pot 10000,Potion,MIB,6097998
267,Phoenix Tower Pot 15000,HiPotion,MIB,6097998
268,Phoenix Tower Pot 20000,RegalCut,,6097998
269,Phoenix Tower Pot Avis Killer,Maiden's Kiss,,6097998
270,Phoenix Tower Pot 25000,Giyaman,MIB,6097998
271,Mirage Village Barrel Thief Knife,25000 gil,,6097998
272,Rift (Ruins) Chest Ether,Tiger Mask,,6097998
273,Rift (Ruins) Chest Cabin,100 gil,,6097998
274,Rift (Ruins) Chest Elixir,Pray,,6097998
275,Rift (Ruins) Chest DarkMatter,Chicken Knife,,6097998
276,Rift (Ruins) Chest Drain Sword,Conjure,,6097998
277,Rift (Forest) Chest DragonFang,490 gil,,6097998
278,Rift (Forest) Chest Ribbon,Cabin,,6097998
279,Rift (Forest) Chest Enhancer,Soot,,6097998
280,Rift (Forest) Chest Lillith Rod,Mythril Glove,,6097998
281,Rift (Cave) Chest Angel Ring,Potion,,6097998
282,Rift (Cave) Chest Coral Ring,1000 gil,,6097998
283,Rift (Castle) Chest Thor Hammer,Silver Harp,,6097998
284,Rift (Castle) Chest Running Shoes,Animals->Aim->X-Fight,,6097998
285,Rift (Castle) Chest Red Shoes,????->Fusion->Exploder->DrkShock,,6097998
286,Rift (Castle) Chest Rainbow Dress,Animals->Aim->X-Fight,,6097998
287,Rift (Castle) Chest ManEater,Dbl Grip,,6097998
288,The Void Chest Pinwheel,Hide,,6097998
289,The Void Chest Elixir,8000 gil,,6097998
290,The Void Chest Ragnarok,Iron Armor,MIB,6097998
291,Karlabos New,Rune Axe,,6097998
292,Sandworm New,Defender Sword,,6097998
293,AdamanTiMi New,DoomCut,,6097998
294,ArchaeAvis New,Enhancer,,6097998
295,Puroboros New,Mirage Vest,,6097998
296,Titan New,Holy Lance,,6097998
297,Gilgamesh 2 New,Crystal Shield,,6097998
298,Tyrasaurus New,Tempest,,6097998
299,HiryuuPlant New,Artemis Bow,,6097998
300,Atmos New,Tinkerbell,,6097998
301,Carbunkle New,Coral Ring,,6097998
302,Omniscient New,Genji Shield,,6097998
303,Minotauros New,Genji Armor,,6097998
304,Leviathan New,Coral Ring,,6097998
305,Stalker New,Diamond Shield,,6097998
306,GoGo New,Murasume,,6097998
307,Ifrit New,Assassin,,6097998
308,Crayclaw New,Ribbon,,6097998
0,Wind Crystal Knight,Ancient Sword,,6406261
1,Wind Crystal BlueMage,BuildUp,,6406261
2,Wind Crystal BlackMage,Air Lance,,6406261
3,Wind Crystal WhiteMage,DragonFang,,6406261
4,Wind Crystal Monk,Elixir,,6406261
5,Wind Crystal Thief,Cursed Shield,,6406261
6,Fire Crystal Mediator,Sleep->Psych->Doom,,6406261
7,Fire Crystal Geomancer,Diamond Armlet,,6406261
8,Fire Crystal Ninja,Sleep->Psych->Doom,,6406261
9,Black Choco Crystals Bard,Wind Spear,,6406261
10,Black Choco Crystals Hunter,Kaiser Knuckles,,6406261
11,Earth Crystal Samurai,Cabin,,6406261
12,Earth Crystal Dragoon,Speed->Requiem Song,,6406261
13,Earth Crystal Chemist,Fire Black Magic Progressive,,6406261
14,Earth Crystal Dancer,Chemist Job Crystal,,6406261
15,Leviathan Esper Levia,Iron Helm,,6406261
16,Titan Titan,GrnBeret,,6406261
17,Carbuncle Crbnkl,Ice Black Magic Progressive,,6406261
18,Syldra Syldra,Dagger,,6406261
19,Odin Odin,Blue,,6406261
20,Phoenix Phenix,Tent,,6406261
21,Bahamut Bahmut,Circlet,,6406261
22,Life (or Strength) Song from Crescent Town bard Vitality,Circlet,,6406261
23,Temptation Song at Lix Charm,ManEater,,6406261
24,Love Song at Istory Love,Masamune,,6406261
25,Requiem Song at Kelb Requiem,2-Handed,,6406261
26,Speed Song at Surgate Speed,Gold Hairpin,,6406261
27,Magic Song at Ancient Library Magic,Protect Drink,,6406261
28,Power Song from Crescent Town Power,Healing Staff,,6406261
29,Hero Song from Crescent Town Hero,MgcSword Ability Progressive,,6406261
30,"Fork Tower, two Magics Holy",Assassin,,6406261
31,"Fork Tower, two Magics Flare",Venom->Drain->Break Sword,,6406261
32,Meteo Meteo,Bolt Black Magic Progressive,,6406261
33,"5 potions in Wind Shrine, bottom left guy Potion",Iron Shield,,6406261
34,"8 potions, Pirate after Torna Canal Key acquired Potion",Bandana,,6406261
35,Chancellor at Tycoon Healing Staff,LuckMallet,,6406261
36,Magisa & Forza Mythril Helm,Partisan,,6406261
37,CornaJar at Kelb CornaJar,Crystal Shield,,6406261
38,Ribbon from girl in Rugor Ribbon,Brave Blade,,6406261
39,Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Conjure,,6406261
40,12 Kuzar Events Assassin,Diamond Armor,,6406261
41,12 Kuzar Events Apollo's Harp,Water Scroll,,6406261
42,12 Kuzar Events Excalibur,Battle Axe,,6406261
43,12 Kuzar Events Flame Whip,Javelin,,6406261
44,12 Kuzar Events Earth Bell,Equip Armors,,6406261
45,12 Kuzar Events Holy Lance,Mute->Size->Bersk,,6406261
46,12 Kuzar Events Masamune,Tinkerbell,,6406261
47,12 Kuzar Events Wizard Rod,Leather Armor,,6406261
48,12 Kuzar Events Rune Axe,Toad->Bio->Flare,,6406261
49,12 Kuzar Events Sage's Staff,DarkHood,,6406261
50,12 Kuzar Events Sasuke,Bronze Helm,,6406261
51,12 Kuzar Events Yoichi Bow,Knife,,6406261
52,Shiva Shiva,GuardOff->Hammer->MghtyGrd,,6406261
53,Ifrit Ifrit,Scan->Charm->Holy,,6406261
54,Water Crystal Samurai,Mute->Psych->Holy Sword,,6406261
55,Water Crystal Berserker,Kodachi,,6406261
56,Water Crystal MysticKnight,Staff,,6406261
57,Water Crystal TimeMage,Kunai,,6406261
58,Water Crystal Summoner,Void->Demi->Qrter->Old,,6406261
59,Brave Blade Brave Blade,Diamond Armlet,,6406261
60,Chicken Knife Chicken Knife,White Ability Progressive,,6406261
61,Tycoon Castle Cabin Cabin,Venom Rod,,6406261
62,Walse Tower Chest GoGo,Cover,,6406261
63,Pyramid Top Pyramid Tablet,GrnBeret,,6406261
64,Toad Event Toad,Red1->Red2->Red3->X-Magic,,6406261
65,Aegis Shield Chest Aegis Shield,????->Fusion->Exploder->DrkShock,,6406261
66,Lone Wolf Barrel Cabin,Revivify,,6406261
67,Lone Wolf Chest Thunder Whip,Dimen Ability Progressive,,6406261
68,Moat Item Epee,Brawl,,6406261
69,Shop Backdoor Lamia Harp,Ninja Job Crystal,,6406261
70,Top of the Falls Magic Lamp,Dbl Grip,,6406261
71,Wind Shrine Chest Broadsword,Venom Axe,,6406261
72,Beginner's House Chest Ether,Armor->Shell->Wall->Dispel,,6406261
73,Beginner's House Chest 100,Life->Life2,,6406261
74,Beginner's House Chest Potion,War Hammer,,6406261
75,Beginner's House Chest Phoenix Down,Remora->Shoat->Levia,,6406261
76,Beginner's House Chest Tent,Potion,,6406261
77,Beginner's House Chest Leather Shoes,LuckMallet,,6406261
78,Pirate's Cave Chest Leather Cap,Dagger,,6406261
79,Pirate's Cave Chest Tent,Knife,,6406261
80,Pirate's Cave Chest Ether,Bandana,,6406261
81,Pirate's Cave Chest 300,Mythril Knife,,6406261
82,Wind Shrine Chest Tent,Staff,,6406261
83,Wind Shrine Chest Leather Cap,Giant's Gloves,,6406261
84,Wind Shrine Chest Staff,Eyedrop,,6406261
85,Tule Barrel 150,Caution,,6406261
86,Tule Box Leather Shoes,Sasuke,,6406261
87,Tule Barrel Potion,Kotetsu,MIB,6406261
88,Tule Box Tent,Mythril Hammer,,6406261
89,Tule Bush Phoenix Down,9900 gil,,6406261
90,Ship Graveyard Chest Flail,1000 gil,,6406261
91,Ship Graveyard Chest Phoenix Down,Summoner Job Crystal,,6406261
92,Ship Graveyard Chest Tent,25000 gil,,6406261
93,Ship Graveyard Box 990,Bolt Black Magic Progressive,,6406261
94,Ship Graveyard Chest Potion,Knight Job Crystal,,6406261
95,Ship Graveyard Chest Antidote,20000 gil,,6406261
96,Carwen Barrel Antidote,Antidote,,6406261
97,Carwen Box Ice Rod,18000 gil,,6406261
98,Carwen Pot 1000,2000 gil,,6406261
99,North Mountain Chest Soft,DrgnSwd,,6406261
100,North Mountain Chest Phoenix Down,Summon Ability Progressive,,6406261
101,Walse Town Pot Glasses,Bolt Sword Magic Progressive,,6406261
102,Tycoon Castle Pot Hi-Potion,Flame Ring,,6406261
103,Tycoon Castle Pot Ether,Equip Shield,,6406261
104,Tycoon Castle Barrel Elixir,Black Ability Progressive,,6406261
105,Tycoon Castle Barrel Phoenix Down,Kick,,6406261
106,Tycoon Castle Barrel Cabin,Lumina Robe,,6406261
107,Tycoon Castle Pot Elixir,Condemn->Roulette->AquaRake,,6406261
108,Tycoon Castle Pot Phoenix Down,Remora->Shoat->Levia,,6406261
109,Tycoon Castle Pot Maiden's Kiss,Power->Vitality Song,,6406261
110,Tycoon Castle Chest Shuriken,8000 gil,,6406261
111,Tycoon Castle Chest Giyaman,Capture,,6406261
112,Tycoon Castle Chest Katana,AntiMagic Bow,,6406261
113,Walse Castle Chest Elf Cape,Iron Armor,,6406261
114,Walse Castle Pot 1000,MgcSword Ability Progressive,,6406261
115,Walse Castle Pot Drag,Bronze Armor,,6406261
116,Walse Castle Box 490,9000 gil,,6406261
117,Walse Castle Barrel Tent,Escape,,6406261
118,Walse Castle Barrel Phoenix Down,Speed Drink,,6406261
119,Walse Tower Chest Silk robe,10000 gil,,6406261
120,Walse Tower Chest Maiden's Kiss,Bronze Shield,,6406261
121,Walse Tower Chest Silver Armlet,Shoat,,6406261
122,Walse Tower Chest Ether,DblLance,,6406261
123,Tycoon Meteor Chest Phoenix Down,Phoenix Down,,6406261
124,Karnak Castle Chest Gungnir,Silver Armlet,,6406261
125,Karnak Castle Chest Thunder Scroll,Tempest,MIB,6406261
126,Karnak Castle Chest 2000,Thunder Scroll,MIB,6406261
127,Karnak Castle Chest Elixir,Earth Hammer,MIB,6406261
128,Karnak Castle Chest Ribbon,Glasses,MIB,6406261
129,Karnak Castle Chest Shuriken,Lillith Rod,MIB,6406261
130,Karnak Castle Chest Elf Cape,Silver Bow,MIB,6406261
131,Karnak Castle Chest Guardian,BeastKiller,MIB,6406261
132,Karnak Town Barrel Fire Rod,Remora->Shoat->Levia,,6406261
133,Steamship Chest Cabin,Diamond Armor,,6406261
134,Steamship Chest Phoenix Down,25000 gil,,6406261
135,Steamship Chest Elixir,9000 gil,,6406261
136,Steamship Chest GrnBeret,L4Qrter->L3Flare->L2Old->L5Doom,,6406261
137,Steamship Chest Thief's Glove,Agility,,6406261
138,Ancient Library Chest Ether,Samurai Job Crystal,,6406261
139,Ancient Library Chest Phoenix Down,Flame Whip,,6406261
140,Ancient Library Chest Stealth Suit,Black Ability Progressive,,6406261
141,Jacole Cave Chest Shuriken,9500 gil,,6406261
142,Jacole Cave Chest Tent,12000 gil,,6406261
143,Ruined City Chest Shuriken,12000 gil,,6406261
144,Ruined City Chest Size,Jump,,6406261
145,Flying Lonka Ruins Chest Golden Armor,2000 gil,,6406261
146,Flying Lonka Ruins Chest Elixir,Iron Shield,,6406261
147,Flying Lonka Ruins Chest Phoenix Down,Spear,,6406261
148,Flying Lonka Ruins Chest Golden Shield,Thunder Bow,,6406261
149,Steamship Chest Mythril Glove,Smoke,,6406261
150,Steamship Chest Full Moon,Pinwheel,,6406261
151,Flying Lonka Ruins Chest Hi-Potion,Sage's Staff,,6406261
152,Flying Lonka Ruins Chest 5000,GbnPnch->Emision->Missle->Blwfsh,,6406261
153,Flying Lonka Ruins Chest Shuriken,Lamia's Tiara,,6406261
154,Flying Lonka Ruins Chest Ancient Sword,12000 gil,,6406261
155,Flying Lonka Ruins Chest Full Moon,Dancer Job Crystal,,6406261
156,Flying Lonka Ruins Chest Power Wrist,Equip Katana,,6406261
157,Flying Lonka Ruins Chest Ether,Sleep->Psych->Doom,,6406261
158,Flying Lonka Ruins Chest Cabin,Thornlet,,6406261
159,Exdeath's Castle Chest Ether,9000 gil,,6406261
160,Exdeath's Castle Chest Diamond Shield,Killer Bow,,6406261
161,Exdeath's Castle Chest Ice Shield,5000 gil,,6406261
162,Exdeath's Castle Chest Elixir,Bone Mail,,6406261
163,Exdeath's Castle Chest Gale Bow,Flash->Time Slip->DethClaw,,6406261
164,Exdeath's Castle Chest IceBrand,9900 gil,,6406261
165,Exdeath's Castle Chest Kotetsu,White Ability Progressive,,6406261
166,Exdeath's Castle Chest 9900,Javelin,,6406261
167,Exdeath's Castle Chest 8000,MP +X%,,6406261
168,Exdeath's Castle Chest DblLance,Chocob->Titan->Golem->Odin,,6406261
169,Exdeath's Castle Chest Partisan,Ragnarok,,6406261
170,Exdeath's Castle Chest Pinwheel,Elf Cape,,6406261
171,Moogle Cave Chest 4400,MgcSword Ability Progressive,,6406261
172,Moogle Cave Chest Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,6406261
173,Moogle Village Chest Cabin,1000 gil,,6406261
174,Moogle Village Chest Dancing Dagger,L4Qrter->L3Flare->L2Old->L5Doom,,6406261
175,Moogle Village Chest 1,Charm->Hero@Song,,6406261
176,Moogle Village Chest 10000,Tricorn Hat,,6406261
177,Moogle Village Chest Phoenix Down,10000 gil,,6406261
178,Moogle Village Chest Ether,Haste->Exit->Hast2->Quick,,6406261
179,Moogle Village Chest Elf Cape,Red Shoes,,6406261
180,Bal Castle Chest Angel Gwn,Angel Gwn,,6406261
181,Bal Castle Chest Hero Drink,Hero Drink,,6406261
182,Bal Castle Chest Exit,Running Shoes,,6406261
183,Hiryuu Valley Skull Bone Mail,Bronze Shield,,6406261
184,Hiryuu Valley Chest 5000,2500 gil,,6406261
185,Hiryuu Valley Chest Cabin,Cabin,,6406261
186,Hiryuu Valley Chest 7000,Magus,,6406261
187,Hiryuu Valley Chest Coronet,9000 gil,,6406261
188,Hiryuu Valley Chest Air Blade,5000 gil,,6406261
189,Hiryuu Valley Chest Phoenix Down,IceBrand,,6406261
190,Surgate Castle Chest 5000,990 gil,,6406261
191,Surgate Castle Chest Float,15000 gil,,6406261
192,Barrier Tower Chest Drain Sword,Ice Bow,MIB,6406261
193,Barrier Tower Chest 9000,DoomCut,MIB,6406261
194,Barrier Tower Chest 18000,Soft,,6406261
195,Barrier Tower Chest Gold Hairpin,DoomCut,,6406261
196,Mua Town Barrel Guardian,White Ability Progressive,,6406261
197,Mua Forest Chest 2500,4400 gil,,6406261
198,Mua Forest Chest Ether,Giant's Axe,,6406261
199,Mua Forest Chest 4900,Sylph->Crbnkl->Phenix->Syldra,,6406261
200,Mua Forest Chest Phoenix Down,Phoenix Down,,6406261
201,Mua Forest Chest 9500,Equip Swords,,6406261
202,Mua Forest Chest Soot,Revivify,,6406261
203,Mua Forest Chest Flametongue,150 gil,,6406261
204,Mua Forest Chest Cabin,12000 gil,,6406261
205,Mua Forest Chest Giant Drink,OmegaMedl,,6406261
206,Mua Forest Chest Elixir,Elixir,,6406261
207,Mua Forest Chest Morning Star,Morning Star,,6406261
208,Solitary Island Chest Ether,RegalCut,,6406261
209,Solitary Island Chest DragonFang,Earth Bell,,6406261
210,Pyramid Chest Elixir,Murasume,,6406261
211,Pyramid Chest Black Robe,Ramuh,,6406261
212,Pyramid Chest Thornlet,Equip Ribbon,,6406261
213,Pyramid Chest DarkMatter,Trident,,6406261
214,Pyramid Chest Crystal Armor,Giant Drink,MIB,6406261
215,Pyramid Chest Cursed Ring,Speed Drink,MIB,6406261
216,Pyramid Chest Ice Shield,Magic Lamp,MIB,6406261
217,Pyramid Chest Flame Shield,Giant's Axe,MIB,6406261
218,Pyramid Chest White Robe,Silver Bow,MIB,6406261
219,Pyramid Chest DarkSuit,Tent,MIB,6406261
220,Pyramid Chest 9000,Vampire->MindBlst->WhiteWind,,6406261
221,Pyramid Chest 8000,Giant Drink,,6406261
222,Pyramid Chest Earth Hammer,Staff,,6406261
223,Pyramid Chest 10000,Giant's Axe,MIB,6406261
224,Pyramid Chest Cabin,Cabin,,6406261
225,Pyramid Chest 12000,Circlet,MIB,6406261
226,Pyramid Chest Guard Ring,Flame Scroll,,6406261
227,Pyramid Chest Ribbon,Revivify,,6406261
228,Pyramid Chest Gold Hairpin,Fire Bow,MIB,6406261
229,Solitary Island Chest 12000,Aero Blue Magic Progressive,,6406261
230,Solitary Island Chest Hi-Potion,Thief's Glove,,6406261
231,Solitary Island Chest Protect Drink,Gaia Gear,,6406261
232,Solitary Island Chest BeastKiller,Kodachi,MIB,6406261
233,Solitary Island Chest RisingSun,Giant's Axe,,6406261
234,Solitary Island Chest Guard Ring,DarkSuit,MIB,6406261
235,Solitary Island Chest Crystal Helm,Guard Ring,,6406261
236,Solitary Island Chest 9000,Mythril Armor,,6406261
237,Solitary Island Chest Elixir,MgcSword Ability Progressive,,6406261
238,Solitary Island Chest DarkMatter,Haste->Exit->Hast2->Quick,,6406261
239,Solitary Island Chest Circlet,9500 gil,,6406261
240,Fork Tower L. Chest Ether,2000 gil,,6406261
241,Fork Tower L. Chest Wonder Wand,Ancient Sword,,6406261
242,Fork Tower R. Chest Hi-Potion,Crystal Armor,,6406261
243,Fork Tower R. Chest Defender Sword,5000 gil,,6406261
244,Great Trench Chest Water Scroll,Shiva->Ramuh->Ifrit->Bahmut,,6406261
245,Great Trench Chest Flame Ring,490 gil,,6406261
246,Great Trench Chest DragonFang,150 gil,,6406261
247,Great Trench Chest Ether,10000 gil,,6406261
248,Great Trench Chest Phoenix Down,Cursed Ring,,6406261
249,Great Trench Chest Kaiser Knuckles,1000 gil,,6406261
250,Istory Falls Chest Ether,10000 gil,,6406261
251,Istory Falls Chest TurtleShell,TurtleShell,,6406261
252,Istory Falls Chest Air Lance,Throw,,6406261
253,Istory Falls Chest Giant Drink,Phoenix Down,,6406261
254,Istory Falls Chest RuneEdge,8000 gil,,6406261
255,Istory Falls Chest Guard Ring,????->Fusion->Exploder->DrkShock,,6406261
256,Istory Falls Chest Wall Ring,Regen->Float->Reset->Xzone,,6406261
257,Istory Falls Chest Phoenix Down,Bronze Armor,,6406261
258,Istory Falls Chest Enhancer,Glasses,,6406261
259,Istory Falls Chest 12000,Summon Ability Progressive,,6406261
260,Istory Falls Chest Artemis Bow,Comet->Meteo,,6406261
261,Istory Falls Chest Pinwheel,Vampire->MindBlst->WhiteWind,,6406261
262,Istory Falls Chest Aegis Shield,RisingSun,,6406261
263,Istory Falls Chest Giant's Axe,Mantra,,6406261
264,Phoenix Tower Pot 5000,HiPotion,,6406261
265,Phoenix Tower Pot Phoenix Down,Giyaman,MIB,6406261
266,Phoenix Tower Pot 10000,Bronze Helm,,6406261
267,Phoenix Tower Pot 15000,Revivify,,6406261
268,Phoenix Tower Pot 20000,Javelin,MIB,6406261
269,Phoenix Tower Pot Avis Killer,Mythril Staff,,6406261
270,Phoenix Tower Pot 25000,Dagger,MIB,6406261
271,Mirage Village Barrel Thief Knife,4900 gil,,6406261
272,Rift (Ruins) Chest Ether,300 gil,,6406261
273,Rift (Ruins) Chest Cabin,100 gil,,6406261
274,Rift (Ruins) Chest Elixir,RedMage Job Crystal,,6406261
275,Rift (Ruins) Chest DarkMatter,Coral Sword,,6406261
276,Rift (Ruins) Chest Drain Sword,Eyedrop,,6406261
277,Rift (Forest) Chest DragonFang,Regen->Float->Reset->Xzone,,6406261
278,Rift (Forest) Chest Ribbon,Ice Bow,,6406261
279,Rift (Forest) Chest Enhancer,Mute->Size->Bersk,,6406261
280,Rift (Forest) Chest Lillith Rod,Mythril Shield,,6406261
281,Rift (Cave) Chest Angel Ring,100 gil,,6406261
282,Rift (Cave) Chest Coral Ring,Avis Killer,,6406261
283,Rift (Castle) Chest Thor Hammer,Regen->Float->Reset->Xzone,,6406261
284,Rift (Castle) Chest Running Shoes,Dagger,,6406261
285,Rift (Castle) Chest Red Shoes,Thief Job Crystal,,6406261
